Gene.name	GO.term.accession
ctnnd1	GO:0005515
LOC100697690	HPO:HP:0004469~Chronic bronchitis
LOC100710173	GO:0030672
traf6	GO:0002755
fosb	MGD:MP:0001363~increased anxiety-related response
enah	DISGENET:C0026998~Acute Myeloid Leukemia, M1
LOC100693164	GO:0005829
LOC100704623	CTD:C0023893~Liver Cirrhosis, Experimental
nfe2	GO:0003677
LOC100697415	GO:1905686
uba52	GO:0005737
LOC100700725	GO:0003713
LOC102080620	GO:0033137
ptpn9	GO:0016791
ddr1	GO:0004714
bloc1s6	GO:0098793
LOC100698146	GO:0005634
gins2	REACTOME_PATHWAY:R-HSA-176974~Unwinding of DNA
LOC100692379	MGD:MP:0011079~decreased macrophage cytokine production
LOC100708943	GO:0012505
LOC100701770	GO:0070527
npr1	MGD:MP:0004673~splayed ribs
sgpl1	MGD:MP:0001127~small ovary
tgfb1i1	GO:0007155
LOC100699650	GO:0005509
LOC100704864	REACTOME_PATHWAY:R-HSA-597592~Post-translational protein modification
LOC100702352	MGD:MP:0011100~preweaning lethality, complete penetrance
st3gal3	GO:0008373
LOC100707064	GO:0005886
sbf1	GO:0016604
aifm1	MGD:MP:0001625~cardiac hypertrophy
ermp1	GO:0008235
pdia6	GO:0005886
LOC100712452	GO:0016020
kdm1a	MGD:MP:0001698~decreased embryo size
hprt1	GO:0048813
timm17b	GO:0005744
cep152	GO:0005654
LOC100689844	GO:0031901
ptprk	
crh	DISGENET:C0038220~Status Epilepticus
LOC100704146	GO:0004950
pgrmc1	GO:0043025
fance	HPO:HP:0002823~Abnormality of femur morphology
matk	GO:0016310
mpi	GO:0008270
jak1	GO:0005524
fig4	GO:0043813
mark3	GO:0016020
rho	HPO:HP:0011505~Cystoid macular edema
arhgap24	
hhex	GENOMICS_ENGLAND:CXXX~No diseases associated
nrf1	GO:0070062
neurod2	MGD:MP:0001392~abnormal locomotor behavior
ddx42	GO:0042981
LOC102078747	GO:0031113
cacna1c	GO:0030315
LOC100692415	GO:0005829
fbxw7	GO:0032991
LOC100702806	GO:0030868
map1b	GO:0005874
myh11	CRB:CRB:0000025~Association with Survival PSAP KO CRISPRa in Glutamatergic Neuron
adamts18	HPO:HP:0000007~Autosomal recessive inheritance
men1	GENOMICS_ENGLAND:C4551961~Familial Isolated Hyperparathyroidism
gstz1	GAD_DISEASE:lung cancer 
cobl	GO:0003785
lrtm1	GENOMICS_ENGLAND:CXXX~No diseases associated
LOC100697286	GO:0000149
grhl1	GO:0005515
pnpla6	MGD:MP:0004777~abnormal phospholipid level
park7	MGD:MP:0008872~abnormal physiological response to xenobiotic
LOC100708840	CTD:C0019337~Heroin Dependence
usp13	PSYGENET:CXXX~No diseases associated
ccdc36	GENOMICS_ENGLAND:CXXX~No diseases associated
pld3	GO:0004527
cubn	GAD_DISEASE:colorectal cancer
LOC100708655	REACTOME_PATHWAY:R-HSA-114608~Platelet degranulation 
foxo4	GO:0051151
dnajc4	GO:0016020
LOC100534515	MGD:MP:0003354~astrocytosis
LOC100695328	GO:0003700
LOC100534398	GO:0000785
LOC100711184	GO:0018105
sirt5	GO:0008270
hax1	GO:0031965
relt	UNIPROT:CXXX~No diseases associated
igf2r	GO:0001972
hdac9	GO:0001818
cxadr	HPO:HPO:XXX~No HPO phenotype
ipo7	GO:0045087
eif3l	GO:0003743
serpinc1	HPO:HP:0030242~Portal vein thrombosis
LOC100712331	GENOMICS_ENGLAND:C3693482~Giant Cell Fibroblastoma
tnfaip3	GO:0050691
stn1	GO:0000781
LOC100711137	GO:0005789
LOC100698873	KEGG_PATHWAY:hsa05132
znf750	UP_TISSUE:Thyroid
tmprss2	GO:0004252
irs2	CRB:CRB:0000025~Association with Survival PSAP KO CRISPRa in Glutamatergic Neuron
xdh	HPO:HP:0000804~Xanthine nephrolithiasis
man2b1	HPO:HP:0001251~Ataxia
LOC100709409	GO:0005886
znf800	CTD:CXXX~No diseases associated
ncoa2	REACTOME_PATHWAY:R-HSA-8939211~ESR-mediated signaling
LOC100691767	GO:0006390
orc4	GO:0006270
olig3	GAD_DISEASE:Mortality
gfm2	GO:0005525
LOC100702682	DISGENET:C0751494~Convulsive Seizures
LOC100710393	GO:0000724
LOC102082062	
cacna1c	GO:0098839
ftsj1	GO:0002130
LOC100692416	MGD:MP:0001711~abnormal placenta morphology
calcr	GO:0005886
LOC100697588	GAD_DISEASE:schizophrenia | autism
pdzd11	CRB:CRB:0000022~Association with Survival No Antioxidants PSAP KO CRISPRi in Glutamatergic Neuron
smc2	GO:0007049
slc46a2	MGD:MP:0001825~arrested T cell differentiation
mlana	UNIPROT:CXXX~No diseases associated
wfs1	GO:1903892
LOC100706142	GO:0016020
LOC100698523	GO:0004697
bace1	GO:0005886
fbxo31	HPO:HP:0002126~Polymicrogyria
stau1	GO:0005737
LOC100711715	REACTOME_PATHWAY:R-HSA-76002~Platelet activation, signaling and aggregation
stk39	MGD:MP:0003026~decreased vasoconstriction
LOC100710258	MGD:MP:0002083~premature death
setbp1	HPO:HP:0000219~Thin upper lip vermilion
LOC100703020	GO:0009116
fbln1	GO:1900025
nr1h4	GO:0000978
LOC100709054	GO:0003726
rbl1	REACTOME_PATHWAY:R-HSA-170834~Signaling by TGF-beta Receptor Complex
LOC100694211	MGD:MP:0000266~abnormal heart morphology
LOC100703685	GO:0005654
LOC100709545	MGD:MP:0002152~abnormal brain morphology
LOC100707201	MGD:MP:0002027~increased lung adenocarcinoma incidence
spg11	GO:0005886
stx6	REACTOME_PATHWAY:R-HSA-6811442~Intra-Golgi and retrograde Golgi-to-ER traffic
selenop	MGD:MP:0005578~teratozoospermia
shoc2	HPO:HP:0000465~Webbed neck
LOC100702792	REACTOME_PATHWAY:R-HSA-1643685~Disease
LOC100704479	DISGENET:C0678222~Breast Carcinoma
lrp5	MGD:MP:0010961~increased compact bone mass
coq2	HPO:HP:0001249~Intellectual disability
itgav	GO:0016020
herc2	UP_TISSUE:Erythroleukemia
LOC100689790	GO:0005796
LOC100706219	GO:0000166
ccdc47	GO:0030867
braf	DISGENET:C0002448~Ameloblastoma
lima1	GO:0031526
lmna	HPO:HP:0011040~Abnormality of the intrahepatic bile duct
LOC100702058	GO:0005768
daxx	GO:0016604
znrd1	GO:0005736
mmachc	HPO:HP:0003593~Infantile onset
mak	GO:0005813
etnppl	GO:0003824
p2ry2	GO:0007186
emc3	GO:0045050
LOC102082062	
LOC100697470	GO:0000981
LOC100710339	GO:0006094
esyt2	GO:0006869
LOC100693895	GO:0008083
LOC100696621	GO:0000381
fancf	GO:0005654
atp2a3	DISGENET:C0002152~Alloxan Diabetes
sptlc2	GO:0004758
arhgef7	GO:0005813
comt	GO:0102938
pik3r1	GO:0005829
LOC100709869	GO:0001216
sphk2	GO:0031267
wfs1	GO:0042593
nkx2-1	GAD_DISEASE:thyroid cancer
nmnat2	GO:0009435
LOC100694434	GO:0005634
mtmr10	ORPHANET:CXXX~No diseases associated
vps45	GO:0010008
LOC100690116	GO:0016323
napepld	GO:0005635
LOC100704436	CTD:C0001973~Alcoholic Intoxication, Chronic
glyctk	GO:0008887
ndufv1	
LOC102082062	
gata6	UNIPROT:C0039685~Tetralogy of Fallot
LOC100706644	GO:0016020
nr2e1	REACTOME_PATHWAY:R-HSA-73857~RNA Polymerase II Transcription
LOC100711408	GO:0051015
ccser1	
arl6ip4	GO:0008380
nmt1	GO:0018008
slc50a1	GO:0005515
lrit1	UP_TISSUE:Retina
LOC100691763	GO:0005794
toe1	MGD:MP:0013292~embryonic lethality prior to organogenesis
pofut2	GO:0036066
LOC100692617	GO:0030425
psmg1	GO:0060090
LOC100695813	MGD:MP:0004804~decreased susceptibility to autoimmune diabetes
comt	GAD_DISEASE:monoamine metabolites
LOC100696839	GAD_DISEASE:Papillomavirus Infections|Uterine Cervical Neoplasms
ebf2	GO:0060612
foxp1	GO:0032651
aco2	GO:0051539
LOC100705541	GO:0048188
LOC100694452	GO:0043517
nampt	GO:0016757
rap1gds1	GO:0005829
rgs12	GO:0005634
lrmp	GO:0016020
top3a	ORPHANET:CXXX~No diseases associated
LOC100708276	GO:0042802
LOC100698550	REACTOME_PATHWAY:R-HSA-1236975~Antigen processing-Cross presentation
tmed2	GO:0048205
nox4	GO:0005886
LOC100710008	HPO:HP:0001653~Mitral regurgitation
LOC100705613	GO:0005886
fbxw8	GO:0060712
tcf4	HPO:HP:0100575~Neoplasm of the gallbladder
slc2a4	REACTOME_PATHWAY:R-HSA-1266738~Developmental Biology
LOC100690208	GO:0001650
mettl17	
slc6a15	GO:0016020
htr2a	GAD_DISEASE:Dyskinesia, Drug-Induced
mrpl57	GO:0003735
pole3	
mblac1	CRB:CRB:0000030~Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron
LOC100702382	GO:0005829
gsk3b	GO:0008013
lg6h6orf120	GENOMICS_ENGLAND:CXXX~No diseases associated
pcsk9	GAD_DISEASE:Fam hyperbetalipoproteinaemia|Hyperlipoproteinemia Type II
tmem67	HPO:HP:0002612~Congenital hepatic fibrosis
LOC100692094	MGD:MP:0002591~decreased mean corpuscular volume
chmp3	GO:0005886
glut1	HPO:HP:0003487~Babinski sign
LOC100706964	GO:0003674
LOC100710257	GO:0005901
LOC100698681	GO:0016020
hes1	MGD:MP:0008328~increased somatotroph cell number
abcb10	GO:0045648
map1lc3a	GO:0031667
pparg	GAD_DISEASE:type 2 diabetes
LOC100711064	UP_TISSUE:Tongue
tdp1	GO:0003697
LOC100696124	GO:0008083
ddx1	GO:0003676
LOC100691876	GO:0042552
pde9a	GO:0005794
pdia6	GO:0005789
kat2a	GO:0140297
nr4a3	GO:0050679
taf2	REACTOME_PATHWAY:R-HSA-73779~RNA Polymerase II Transcription Pre-Initiation And Promoter Opening
smc2	GO:0000796
errfi1	ORPHANET:CXXX~No diseases associated
otol1	CRB:CRB:XXX~No CRB phenotype
LOC100706746	DISGENET:C0036341~Schizophrenia
nfatc2	UP_TISSUE:Erythroleukemia
agpat5	
LOC100709989	KEGG_PATHWAY:hsa05161
lypla1	GO:0005829
LOC100710649	GO:0014059
zcchc7	GO:0008270
pex26	CTD:C0282527~Infantile Refsum Disease (disorder)
LOC100706624	GO:0048668
eif2b3	GAD_DISEASE:Brain Diseases|Multiple Sclerosis
LOC100704141	MGD:MP:0000787~abnormal telencephalon morphology
ccndbp1	GO:0005737
cmpk2	GO:0005654
purb	GO:0140297
mif	GO:0010760
LOC100691255	GAD_DISEASE:Narcolepsy
ccnc	REACTOME_PATHWAY:R-HSA-1266738~Developmental Biology
itpr3	KEGG_PATHWAY:hsa04927
shc1	GO:0070435
flt1	GO:1990384
tgfa	GO:0033116
ghr1	GO:0005829
c2cd5	GO:0042995
ttll1	GO:0070740
ube2i	
LOC100709874	GO:0005515
gata4	GO:0009653
rad50	ORPHANET:C0677776~Hereditary Breast and Ovarian Cancer Syndrome
mif	GO:0005886
ash2l	GO:0030097
pik3r1	HPO:HP:0005692~Joint hyperflexibility
LOC102082062	
pacsin2	GO:0097320
loxhd1	MGD:MP:0001967~deafness
slc25a46	HPO:HP:0002878~Respiratory failure
LOC100690511	GO:0034638
zfhx3	GO:0005634
acsf3	KEGG_PATHWAY:hsa01100
sntg2	MGD:MP:XXX~No phenotype
ada	GO:0070254
fkbp8	GO:0012505
shoc2	GO:0019903
LOC100709203	GO:0000978
egf	KEGG_PATHWAY:hsa04072
bap1	HPO:HP:0000958~Dry skin
LOC109194363	HPO:HP:0000463~Anteverted nares
sept6	GO:0000776
hoxc13	GO:0009653
ace	GAD_DISEASE:fibro-calculous pancreatid diabetes pancreatitis, tropical calcific
espl1	
polr2g	REACTOME_PATHWAY:R-HSA-5617472~Activation of anterior HOX genes in hindbrain development during early embryogenesis
LOC100709536	GO:0070830
LOC102082062	
dock5	GO:0005515
pop5	GO:0001682
gla	GO:0005975
LOC100697286	GO:0005543
LOC100706888	CTD:C0269102~Endometrioma
edar	MGD:MP:0006042~increased apoptosis
micall2	HPO:HPO:XXX~No HPO phenotype
actb	GO:0021762
LOC106098186	GO:0071469
pop1	HPO:HP:0001371~Flexion contracture
sap30bp	GO:0045111
eci1	GO:0004165
reln	GENOMICS_ENGLAND:C0020179~Huntington Disease
tshr	HPO:HP:0000280~Coarse facial features
LOC100699154	GO:0008037
sp1	GO:0003700
pih1d3	GO:0030317
vav2	
hnf1b	MGD:MP:0003984~embryonic growth retardation
malrd1	
fus	KEGG_PATHWAY:hsa05022
dchs2	GO:0007155
LOC100695328	GO:0001228
rnf8	GO:0016740
mtfmt	GO:0071951
map2k7	GO:0004708
kpna5	GO:0006607
LOC102076104	DISGENET:C0011616~Contact Dermatitis
trpv4	GO:0007231
dgat2	GO:0016740
fzd6	REACTOME_PATHWAY:R-HSA-4791275~Signaling by WNT in cancer
wdr4	MGD:MP:0000913~abnormal brain development
LOC100708943	GO:0051899
hp1bp3	GO:0006334
ldlr	GO:0005769
ctnnb1	GO:0005737
LOC100689849	PSYGENET:CXXX~No diseases associated
nckap1	CRB:CRB:0000044~Positive hit with Survival CRISPRa in Glutamatergic Neuron
huwe1	HPO:HP:0000490~Deeply set eye
pter	ORPHANET:CXXX~No diseases associated
LOC100712562	GO:0030496
col6a1	HPO:HP:0002783~Recurrent lower respiratory tract infections
clip2	HPO:HP:0000501~Glaucoma
LOC100700925	GO:0043565
LOC102082062	
LOC100703653	DISGENET:C4551484~Leopard Syndrome 1
ins	GAD_DISEASE:POLYCYSTIC OVARIAN SYNDROME|Polycystic Ovary Syndrome
nisch	MGD:MP:0010053~decreased grip strength
top2b	UP_TISSUE:T-cell
tpr	REACTOME_PATHWAY:R-HSA-70326~Glucose metabolism
olfml3	DISGENET:C0023893~Liver Cirrhosis, Experimental
chek1	MGD:MP:0012114~absent inner cell mass proliferation
spata22	GO:0007129
ehmt1	MGD:MP:0003461~abnormal response to novel object
ino80	MGD:MP:0001513~limb grasping
wfs1	GENOMICS_ENGLAND:C4551693~Wolfram Syndrome 1
LOC100706716	GO:0048666
srsf7	ORPHANET:CXXX~No diseases associated
etfa	GO:0005739
cdc16	REACTOME_PATHWAY:R-HSA-69278~Cell Cycle, Mitotic
LOC100699221	GO:0016758
asna1	GO:0005737
dnph1	GO:0070694
cd36	GO:0031623
paqr5	
hpse	DISGENET:C0023893~Liver Cirrhosis, Experimental
haus2	REACTOME_PATHWAY:R-HSA-380259~Loss of Nlp from mitotic centrosomes
LOC106098755	GO:0003160
LOC100705021	CTD:C0013080~Down Syndrome
LOC100707650	GO:0043488
cdt1	UP_TISSUE:Cervix carcinoma
bmp5	MGD:MP:0011318~abnormal right renal artery morphology
p53	GO:0140296
erbin	GO:0016323
nod1	MGD:MP:0002451~abnormal macrophage physiology
f3	MGD:MP:0011088~neonatal lethality, incomplete penetrance
LOC100709064	GO:0004571
gata2	GO:0051240
rps20	GO:0005515
ptgir	CRB:CRB:0000019~Association with Survival No Antioxidants PSAP KO CRISPRa in Glutamatergic Neuron
rfx3	GO:0003700
smyd3	
adamts13	GO:0031012
mgmt	GAD_DISEASE:lymphoma
nfe2l2	GO:0006357
ak9	GO:0005634
LOC100695063	GO:0015293
LOC100709539	HPO:HP:0001508~Failure to thrive
LOC100691124	GO:0003723
LOC100693482	HPO:HP:0002750~Delayed skeletal maturation
ptpn6	GO:0005737
LOC100701567	MGD:MP:0005300~abnormal corneal stroma morphology
rps9	GO:0006412
rbm8a	GO:0003676
LOC102082062	
cspp1	GO:0000922
irf8	GO:0000976
mcm4	MGD:MP:0000702~enlarged lymph nodes
mok	GO:0005524
spty2d1	HPO:HPO:XXX~No HPO phenotype
LOC100703089	MGD:MP:0010595~abnormal aortic valve cusp morphology
sp1	REACTOME_PATHWAY:R-HSA-9759475~Regulation of CDH11 Expression and Function
haus3	REACTOME_PATHWAY:R-HSA-380287~Centrosome maturation
tnfaip3	MGD:MP:0001858~intestinal inflammation
mapk10	GO:0005737
csde1	GO:0005794
sntb1	GO:0005856
zbtb16	MGD:MP:0008280~abnormal male germ cell apoptosis
LOC100694434	GO:0048511
ercc2	GAD_DISEASE:lung cancer; esophageal cancer
LOC100707469	GAD_DISEASE:esophageal adenocarcinoma
LOC100712562	GO:0051489
mad1l1	GAD_DISEASE:Mental Disorders
cenpp	UP_TISSUE:Liver
arl13b	MGD:MP:0003606~kidney failure
mgme1	HPO:HP:0001618~Dysphonia
gabrg2	GO:0034220
sars	GO:0006400
gda	GO:0007399
mogs	GO:0005789
ndufs2	GO:0042775
atp5po	MGD:MP:0005292~improved glucose tolerance
gria1	GO:0099507
ints5	GO:0005654
LOC100697187	GO:0008016
ngdn	GO:0098978
pgap3	HPO:HP:0000219~Thin upper lip vermilion
pccb	HPO:HP:0002240~Hepatomegaly
nmd3	GO:0005634
LOC100693377	
dhx16	GO:0008380
LOC100702753	GO:0031965
ncapg2	GO:0030261
LOC100709408	GO:0005634
nanos3	GO:0006417
LOC100708217	GO:0070330
dpp3	GO:0008233
LOC100691978	GO:0051059
npas3	CRB:CRB:XXX~No CRB phenotype
rere	HPO:HP:0001260~Dysarthria
LOC100690208	GO:0007611
LOC100699250	GO:0005829
gabbr2	GAD_DISEASE:Cleft Lip|Cleft Palate
LOC100692607	GO:0004623
shc1	CLINGEN:CXXX~No diseases associated
obscn	GO:0030018
LOC100696191	GAD_DISEASE:diabetic pregnancy
traip	CRB:CRB:0000024~Negative hit with Survival No Antioxidants PSAP KO CRISPRi in Glutamatergic Neuron
smarca4	GO:0003714
myo7a	GENOMICS_ENGLAND:C4277690~Ciliopathies
LOC100699679	GO:0005694
LOC100708260	REACTOME_PATHWAY:R-HSA-428930~Thromboxane signalling through TP receptor
LOC100695498	GO:0004965
ppp1r13l	MGD:MP:0001322~abnormal iris morphology
btk	HPO:HP:0003139~Panhypogammaglobulinemia
mapre2	GO:0042802
LOC100706019	GO:0043066
p53	MGD:MP:0011804~increased cell migration
LOC100693638	HPO:HP:0002059~Cerebral atrophy
dars2	GO:0005654
kcnma1	GO:0005901
LOC100707667	GO:0061630
LOC100703444	CTD:C0600467~Neurogenic Inflammation
synj1	GO:0004438
inpp5d	GO:0005737
adgrb1	GO:0007186
naa60	GO:0016747
LOC100692845	GO:0055064
ano4	GO:0061589
hars	GO:0000166
ep400	UNIPROT:CXXX~No diseases associated
LOC100703533	HPO:HP:0005280~Depressed nasal bridge
hif1a	MGD:MP:0001463~abnormal spatial learning
nsdhl	MGD:MP:0000852~small cerebellum
kiaa0355	
LOC100691382	GO:2000255
atp5f1d	REACTOME_PATHWAY:R-HSA-8949613~Cristae formation
LOC102082649	GO:0005634
plcd1	MGD:MP:0000691~enlarged spleen
pex5l	GO:0000268
ppl	GO:0016020
pknox2	HPO:HPO:XXX~No HPO phenotype
LOC100701608	GO:0005739
kcnma1	GO:0005886
gng8	REACTOME_PATHWAY:R-HSA-1296059~G protein gated Potassium channels
zdhhc21	MGD:MP:0008767~abnormal hair medullary septa cells
LOC100704013	GO:0046040
p2ry6	GO:0007186
LOC100695493	GO:0005737
LOC100698517	GO:0043679
slc25a32	GO:0015230
cacna1c	MGD:MP:0001417~decreased exploration in new environment
grxcr1	MGD:MP:0004532~abnormal inner hair cell stereociliary bundle morphology
tmem218	GAD_DISEASE:Alcoholism
plk2	GO:0006977
ebna1bp2	GO:0034399
hmmr	KEGG_PATHWAY:hsa04512
LOC100707042	GO:0006629
tmem106b	HPO:HP:0001300~Parkinsonism
cacna1c	GO:0016020
depdc5	GO:0005764
LOC100706235	GO:0015185
LOC102080433	CTD:C0205643~Carcinoma, Cribriform
gdnf	DISGENET:C0751088~Dyskinesia, Medication-Induced
gipc1	GO:0031410
lrrc8a	MGD:MP:0010132~decreased DN2 thymocyte number
polb	MGD:MP:0000352~decreased cell proliferation
LOC100700081	UP_TISSUE:Lymph
clasp1	GO:0031116
pard3	GO:0022011
tbr1	GO:0010467
LOC100702874	GO:0005783
dyrk1a	GO:0038083
LOC100692379	DISGENET:C0032927~Precancerous Conditions
LOC100706475	CLINGEN:CXXX~No diseases associated
LOC100690123	
lcmt2	UP_TISSUE:Skin
ddx20	
LOC100700979	GO:0006486
bcl2l1	GO:1902230
kpna4	GO:0008139
LOC100696388	GO:0005886
LOC100704683	GO:0001973
chmp2a	GO:0051260
cog3	HPO:HPO:XXX~No HPO phenotype
pex2	GO:0016567
l2hgdh	MGD:MP:0011617~abnormal habituation
hyal2	GO:0008152
LOC100700725	REACTOME_PATHWAY:R-HSA-6782135~Dual incision in TC-NER
LOC100694756	GO:0007007
ddr1	GO:0038062
clic1	GO:0070527
LOC100692334	GO:0030325
fbn1	HPO:HP:0010049~Short metacarpal
dctn3	GO:0005819
LOC100706637	GO:0032587
mdm2	GO:0008284
nox4	MGD:MP:0002625~heart left ventricle hypertrophy
trim37	GO:0046872
rfc2	REACTOME_PATHWAY:R-HSA-9675136~Diseases of DNA Double-Strand Break Repair
LOC100708625	UP_TISSUE:Colon
alx1	HPO:HP:0006931~Lipoma of corpus callosum
brf1	HPO:HP:0000535~Sparse and thin eyebrow
odf2	UP_TISSUE:Liver
LOC100706888	GO:0005515
gtf2h4	GO:0006289
LOC100694501	GO:0005886
mrps21	REACTOME_PATHWAY:R-HSA-392499~Metabolism of proteins
cast	MGD:MP:0011098~embryonic lethality during organogenesis, complete penetrance
pin1	GO:0005634
LOC100709980	GO:0030374
LOC102082978	GO:0005179
galt	HPO:HP:0000952~Jaundice
nek2	GO:0051988
prkaca	REACTOME_PATHWAY:R-HSA-163615~PKA activation
LOC109195519	CTD:CXXX~No diseases associated
vcpip1	GO:0106300
pdlim7	GO:0046872
insc	GO:0008093
chd8	DISGENET:C0559031~Functional Gastrointestinal Disorders
rsrc2	
tango2	GO:0005739
LOC100711419	GO:0045087
LOC100696616	MGD:MP:0002310~decreased susceptibility to hepatic steatosis
snrpd3	GO:0071208
LOC100704054	
mcm10	GO:0003690
clns1a	GO:0003723
znf711	GO:0005634
LOC100692610	HPO:HPO:XXX~No HPO phenotype
elovl7	GO:0019367
diaph2	GO:0005102
atg5	KEGG_PATHWAY:hsa04140
cct7	GO:0061077
npl	GO:0019262
abcg8	GO:0005886
phkg2	GO:0006468
skp2	CRB:CRB:0000030~Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron
shh	GO:0016015
LOC100690303	GO:0009950
id1	MGD:MP:0001732~postnatal growth retardation
rnf41	GO:0051865
LOC109194151	GO:0005654
LOC100697618	UNIPROT:C0009402~Colorectal Carcinoma
supt16h	REACTOME_PATHWAY:R-HSA-212436~Generic Transcription Pathway
tlr2	GO:0007165
vps52	GO:0000938
smc5	GO:0000724
LOC100692530	GO:0001228
mocs1	HPO:HP:0012471~Thick vermilion border
dyrk1a	GO:0005737
dmc1	GO:0003677
whrn	GO:0001917
LOC100700832	MGD:MP:0010124~decreased bone mineral content
abcg1	GO:0032367
eed	HPO:HP:0011304~Broad thumb
LOC100710044	DISGENET:C1335177~Ovarian Serous Adenocarcinoma
scfd1	GO:0005798
LOC100707019	GAD_DISEASE:C-reactive protein
hdac6	GO:0033558
pole4	MGD:MP:0002145~abnormal T cell differentiation
chrnb2	MGD:MP:0000422~delayed hair appearance
LOC102082062	
dglucy	GO:0005575
LOC100692985	GAD_DISEASE:Meningeal Neoplasms|meningioma
apopt1	
acap2	UP_TISSUE:Leukocyte
LOC100711616	HPO:HP:0000219~Thin upper lip vermilion
zc3h18	CLINGEN:CXXX~No diseases associated
LOC100708634	GO:0120020
LOC100704269	GO:0007165
ears2	HPO:HP:0002352~Leukoencephalopathy
ednra	GO:1903210
med24	REACTOME_PATHWAY:R-HSA-9820952~Respiratory Syncytial Virus Infection Pathway
LOC100698564	GO:0007268
agtpbp1	MGD:MP:0000852~small cerebellum
atf6	GO:0000976
ptprb	GO:0016311
vamp3	UP_TISSUE:Liver
LOC100706082	GO:0005737
prkaa1	GO:0031588
blm	GENOMICS_ENGLAND:C0023467~Leukemia, Myelocytic, Acute
tpm1	GO:0005737
hp1bp3	MGD:MP:0011086~postnatal lethality, incomplete penetrance
poldip3	UP_TISSUE:Skin
tedc1	
josd2	GO:0004843
npc1	MGD:MP:0012230~abnormal sphingolipid level
LOC100691234	GAD_DISEASE:Tobacco Use Disorder
mecp2	DISGENET:C0027066~Myoclonus
batf3	GO:1990837
LOC100712494	GO:0016020
LOC100699396	GO:0005886
usb1	HPO:HP:0000008~Abnormal morphology of female internal genitalia
myb	GO:0000981
wipf1	GO:0001726
LOC100692385	GO:0007179
atf3	GO:0000978
rad17	GO:0006974
LOC100697562	GO:0005343
flot2	
nos1	PSYGENET:C0015923~Fetal Alcohol Syndrome
bbox1	GO:0008336
zeb1	MGD:MP:0001554~increased circulating free fatty acid level
lig4	GO:0033151
atp5if1	GO:0042030
itgb1	GO:0098640
LOC100694996	GO:0004725
LOC100706654	GO:0061311
LOC100703533	MGD:MP:0000186~decreased circulating HDL cholesterol level
pdcd6ip	MGD:MP:0013907~abnormal cerebrospinal fluid flow
gpr19	HPO:HPO:XXX~No HPO phenotype
mrpl27	GO:0005743
LOC100706901	GO:0005886
ldlr	GO:0005769
msto1	
myo1e	GO:0016887
rag2	GO:0035064
acbd5	GO:0005654
LOC100692145	GO:0005768
riox1	GO:0045668
cspp1	GO:0034451
morc2	HPO:HP:0003394~Muscle spasm
fhl1	GO:0046872
slc9a6	GO:0015385
hhex	MGD:MP:0001787~pericardial edema
rab28	GO:0042995
usp10	GO:0005769
LOC100711071	GO:0016176
c9	GO:0045087
pepd	MGD:MP:0005431~decreased oocyte number
LOC100696665	HPO:HP:0001761~Pes cavus
taf6	GO:0005669
LOC100706088	GO:0051963
zic2	REACTOME_PATHWAY:R-HSA-9758941~Gastrulation
gli3	GO:0006357
ntrk2	GO:0005769
fermt2	GO:0008360
gne	GO:0008761
LOC100700843	UP_TISSUE:Placenta
LOC100703896	GO:0005515
socs3	DISGENET:C0086565~Liver Dysfunction
bcl2l1	GO:1903077
gucy1a1	GO:0000166
LOC100698076	REACTOME_PATHWAY:R-HSA-1963642~PI3K events in ERBB2 signaling
bmpr1b	KEGG_PATHWAY:hsa04360
ptpro	GO:0036060
nampt	GO:0009435
fgf3	CTD:C0006142~Malignant neoplasm of breast
LOC100712332	GO:0005886
LOC100705567	GO:0005856
usp33	
LOC100692385	GO:0071144
chst11	GAD_DISEASE:Marijuana Abuse
olfm1	GO:0005615
LOC102075582	GO:0032956
map10	GO:0005737
hexa	REACTOME_PATHWAY:R-HSA-1643685~Disease
ppargc1a	GO:0006367
LOC100707634	GO:0001726
lig4	GO:0046872
glmn	MGD:MP:0003984~embryonic growth retardation
pou4f2	GO:0000981
st3gal2	GO:0003836
dll4	GO:0005112
LOC100711193	MGD:MP:0000812~abnormal dentate gyrus morphology
cacna1c	GO:0045202
prkx	GO:0005515
npnt	UP_TISSUE:Testis
tgfbr3	GO:0005114
tnpo1	GO:0006886
LOC100702982	GO:0005794
LOC100707947	REACTOME_PATHWAY:R-HSA-112316~Neuronal System
pomk	DISGENET:C0149925~Small cell carcinoma of lung
LOC102079731	DISGENET:C0205647~Follicular adenoma
nf2	GO:0014013
LOC100708723	CTD:C0042900~Vitiligo
zbtb16	GO:0001222
uba1	UP_TISSUE:Lymph
ubr4	MGD:MP:0000351~increased cell proliferation
LOC100707272	CRB:CRB:0000048~Negative hit with Survival CRISPRi in Glutamatergic Neuron
g3bp2	GO:0005515
pkn2	GO:0042826
blm	GO:0005515
slc7a9	GO:0005886
prkcb	CRB:CRB:0000022~Association with Survival No Antioxidants PSAP KO CRISPRi in Glutamatergic Neuron
LOC102082062	
LOC102082062	
wasf1	GO:0030036
sec24a	REACTOME_PATHWAY:R-HSA-1280218~Adaptive Immune System
LOC100690783	GO:0098794
dapk3	GO:0016310
ift122	GO:0042995
LOC102082062	GO:0031145
tbc1d20	HPO:HP:0004322~Short stature
